king,y,m,d,max,min,avg,maxmax,minmin,date
영조,1724,10,15,7.0,1.0,2.1666666666666665,25.0,1.0,1724-10-15
영조,1724,02,09,13.0,1.0,2.7142857142857144,15.0,1.0,1724-02-09
영조,1724,09,23,4.0,1.0,1.763157894736842,19.0,1.0,1724-09-23
영조,1724,10,06,5.0,1.0,2.2666666666666666,13.0,1.0,1724-10-06
영조,1724,09,10,7.0,1.0,2.3555555555555556,14.0,1.0,1724-09-10
영조,1724,08,19,7.0,1.0,2.5952380952380953,17.0,1.0,1724-08-19
영조,1724,06,16,9.0,1.0,3.119047619047619,13.0,1.0,1724-06-16
영조,1724,03,04,7.0,1.0,2.707317073170732,13.0,1.0,1724-03-04
영조,1724,05,18,26.0,1.0,2.3658536585365852,26.0,1.0,1724-05-18
영조,1724,09,12,6.0,1.0,2.236842105263158,11.0,1.0,1724-09-12
영조,1724,03,26,9.0,1.0,2.25,14.0,1.0,1724-03-26
영조,1724,11,10,6.0,1.0,2.3095238095238093,19.0,1.0,1724-11-10
영조,1724,06,21,9.0,1.0,2.6,33.0,1.0,1724-06-21
영조,1724,11,03,6.0,1.0,2.1739130434782608,10.0,1.0,1724-11-03
영조,1724,01,11,6.0,1.0,2.311111111111111,11.0,1.0,1724-01-11
영조,1724,12,09,5.0,1.0,2.125,19.0,1.0,1724-12-09
영조,1724,04,05,6.0,1.0,2.4047619047619047,14.0,1.0,1724-04-05
영조,1724,04,17,14.0,1.0,2.8958333333333335,14.0,1.0,1724-04-17
영조,1724,06,08,6.0,1.0,2.210526315789474,24.0,1.0,1724-06-08
영조,1724,04,07,6.0,1.0,2.261904761904762,17.0,1.0,1724-04-07
영조,1724,11,18,7.0,1.0,2.1794871794871793,10.0,1.0,1724-11-18
영조,1724,02,14,10.0,1.0,2.5952380952380953,16.0,1.0,1724-02-14
영조,1724,12,29,9.0,1.0,2.380952380952381,13.0,1.0,1724-12-29
영조,1724,08,25,9.0,1.0,2.4285714285714284,15.0,1.0,1724-08-25
영조,1724,07,06,6.0,1.0,2.272727272727273,18.0,1.0,1724-07-06
영조,1724,06,30,12.0,1.0,2.619047619047619,12.0,1.0,1724-06-30
영조,1724,10,08,6.0,1.0,2.210526315789474,13.0,1.0,1724-10-08
영조,1724,05,08,9.0,1.0,2.388888888888889,12.0,1.0,1724-05-08
영조,1724,08,28,7.0,1.0,2.3181818181818183,14.0,1.0,1724-08-28
영조,1724,08,02,6.0,1.0,2.2564102564102564,13.0,1.0,1724-08-02
영조,1724,01,05,6.0,1.0,2.022727272727273,11.0,1.0,1724-01-05
영조,1724,06,02,6.0,1.0,2.6,27.0,1.0,1724-06-02
영조,1724,10,03,6.0,1.0,2.4651162790697674,24.0,1.0,1724-10-03
영조,1724,08,12,11.0,1.0,2.6666666666666665,14.0,1.0,1724-08-12
영조,1724,08,11,8.0,1.0,2.238095238095238,15.0,1.0,1724-08-11
영조,1724,03,06,7.0,1.0,2.9302325581395348,12.0,1.0,1724-03-06
영조,1724,01,07,7.0,1.0,2.760869565217391,14.0,1.0,1724-01-07
영조,1724,06,07,9.0,1.0,2.395348837209302,10.0,1.0,1724-06-07
영조,1724,02,24,8.0,1.0,2.477272727272727,16.0,1.0,1724-02-24
영조,1724,10,23,8.0,1.0,2.3421052631578947,22.0,1.0,1724-10-23
영조,1724,06,01,9.0,1.0,2.744186046511628,16.0,1.0,1724-06-01
영조,1724,02,03,7.0,1.0,2.375,14.0,1.0,1724-02-03
영조,1724,12,14,10.0,1.0,2.230769230769231,19.0,1.0,1724-12-14
영조,1724,08,31,6.0,1.0,2.1818181818181817,14.0,1.0,1724-08-31
영조,1724,07,08,6.0,1.0,2.282051282051282,18.0,1.0,1724-07-08
영조,1724,06,09,10.0,1.0,2.45,14.0,1.0,1724-06-09
영조,1724,04,13,13.0,1.0,2.731707317073171,14.0,1.0,1724-04-13
영조,1724,09,22,8.0,1.0,2.073170731707317,15.0,1.0,1724-09-22
영조,1724,01,20,11.0,1.0,2.8095238095238093,16.0,1.0,1724-01-20
영조,1724,05,31,10.0,1.0,2.923076923076923,13.0,1.0,1724-05-31
영조,1724,12,19,5.0,1.0,2.325,10.0,1.0,1724-12-19
영조,1724,05,17,15.0,1.0,2.590909090909091,26.0,1.0,1724-05-17
영조,1724,09,29,7.0,1.0,2.3076923076923075,12.0,1.0,1724-09-29
영조,1724,04,03,7.0,1.0,2.3333333333333335,14.0,1.0,1724-04-03
영조,1724,02,25,9.0,1.0,2.3902439024390243,13.0,1.0,1724-02-25
영조,1724,01,26,7.0,1.0,2.3555555555555556,11.0,1.0,1724-01-26
영조,1724,11,01,6.0,1.0,2.3658536585365852,11.0,1.0,1724-11-01
영조,1724,06,29,6.0,1.0,2.268292682926829,24.0,1.0,1724-06-29
영조,1724,11,21,9.0,1.0,2.7804878048780486,14.0,1.0,1724-11-21
영조,1724,03,15,7.0,1.0,2.3095238095238093,13.0,1.0,1724-03-15
영조,1724,03,07,5.0,1.0,2.0476190476190474,31.0,1.0,1724-03-07
영조,1724,10,09,7.0,1.0,2.3947368421052633,18.0,1.0,1724-10-09
영조,1724,07,07,16.0,1.0,2.5476190476190474,16.0,1.0,1724-07-07
영조,1724,02,15,9.0,1.0,2.8222222222222224,14.0,1.0,1724-02-15
영조,1724,10,20,7.0,1.0,2.3333333333333335,13.0,1.0,1724-10-20
영조,1724,12,11,8.0,1.0,2.5945945945945947,9.0,1.0,1724-12-11
영조,1724,09,20,7.0,1.0,2.4358974358974357,15.0,1.0,1724-09-20
영조,1724,09,07,8.0,1.0,2.275,13.0,1.0,1724-09-07
영조,1724,02,22,7.0,1.0,2.6595744680851063,17.0,1.0,1724-02-22
영조,1724,04,01,6.0,1.0,2.5476190476190474,18.0,1.0,1724-04-01
영조,1724,06,04,9.0,1.0,2.5853658536585367,15.0,1.0,1724-06-04
영조,1724,11,09,9.0,1.0,2.577777777777778,11.0,1.0,1724-11-09
영조,1724,01,17,6.0,1.0,2.1666666666666665,11.0,1.0,1724-01-17
영조,1724,10,31,5.0,1.0,2.1463414634146343,11.0,1.0,1724-10-31
영조,1724,09,15,9.0,1.0,2.4634146341463414,14.0,1.0,1724-09-15
영조,1724,09,09,6.0,1.0,2.0425531914893615,17.0,1.0,1724-09-09
영조,1724,03,24,9.0,1.0,2.6818181818181817,10.0,1.0,1724-03-24
영조,1724,08,03,8.0,1.0,2.1842105263157894,13.0,1.0,1724-08-03
영조,1724,07,24,7.0,1.0,2.8055555555555554,17.0,1.0,1724-07-24
영조,1724,02,23,13.0,1.0,2.902439024390244,13.0,1.0,1724-02-23
영조,1724,12,13,6.0,1.0,2.4166666666666665,24.0,1.0,1724-12-13
영조,1724,12,27,8.0,1.0,2.3658536585365852,10.0,1.0,1724-12-27
영조,1724,07,02,6.0,1.0,2.311111111111111,14.0,1.0,1724-07-02
영조,1724,07,03,6.0,1.0,2.3777777777777778,15.0,1.0,1724-07-03
영조,1724,08,27,12.0,1.0,2.5,12.0,1.0,1724-08-27
영조,1724,04,29,15.0,1.0,3.090909090909091,15.0,1.0,1724-04-29
영조,1724,01,06,6.0,1.0,2.0,31.0,1.0,1724-01-06
영조,1724,11,17,7.0,1.0,2.3777777777777778,13.0,1.0,1724-11-17
영조,1724,10,22,8.0,1.0,2.7045454545454546,13.0,1.0,1724-10-22
영조,1724,06,05,14.0,1.0,3.0789473684210527,14.0,1.0,1724-06-05
영조,1724,12,21,5.0,1.0,2.097560975609756,15.0,1.0,1724-12-21
영조,1724,09,28,5.0,1.0,1.9473684210526316,15.0,1.0,1724-09-28
영조,1724,04,15,8.0,1.0,2.5128205128205128,10.0,1.0,1724-04-15
영조,1724,10,05,6.0,1.0,2.090909090909091,29.0,1.0,1724-10-05
영조,1724,06,06,9.0,1.0,2.125,13.0,1.0,1724-06-06
영조,1724,08,26,7.0,1.0,2.261904761904762,15.0,1.0,1724-08-26
영조,1724,07,05,5.0,1.0,2.3783783783783785,26.0,1.0,1724-07-05
영조,1724,08,04,6.0,1.0,2.2195121951219514,14.0,1.0,1724-08-04
영조,1724,12,01,7.0,1.0,2.3555555555555556,14.0,1.0,1724-12-01
영조,1724,02,06,6.0,1.0,2.292682926829268,13.0,1.0,1724-02-06
영조,1724,04,14,8.0,1.0,2.4761904761904763,13.0,1.0,1724-04-14
영조,1724,10,21,7.0,1.0,2.8863636363636362,10.0,1.0,1724-10-21
영조,1724,07,01,7.0,1.0,2.6153846153846154,18.0,1.0,1724-07-01
영조,1724,06,03,6.0,1.0,2.5813953488372094,10.0,1.0,1724-06-03
영조,1724,02,11,8.0,1.0,2.5789473684210527,20.0,1.0,1724-02-11
영조,1724,01,14,6.0,1.0,2.1951219512195124,10.0,1.0,1724-01-14
영조,1724,04,16,7.0,1.0,2.292682926829268,13.0,1.0,1724-04-16
영조,1724,03,28,5.0,1.0,1.975609756097561,13.0,1.0,1724-03-28
영조,1724,12,12,7.0,1.0,2.6097560975609757,14.0,1.0,1724-12-12
영조,1724,07,26,5.0,1.0,2.292682926829268,26.0,1.0,1724-07-26
영조,1724,11,14,8.0,1.0,2.697674418604651,12.0,1.0,1724-11-14
영조,1724,11,22,7.0,1.0,2.3488372093023258,15.0,1.0,1724-11-22
영조,1724,09,04,6.0,1.0,2.488372093023256,14.0,1.0,1724-09-04
영조,1724,01,25,7.0,1.0,2.4130434782608696,17.0,1.0,1724-01-25
영조,1724,05,06,12.0,1.0,2.4285714285714284,12.0,1.0,1724-05-06
영조,1724,05,07,7.0,1.0,2.5238095238095237,12.0,1.0,1724-05-07
영조,1724,07,04,7.0,1.0,2.558139534883721,22.0,1.0,1724-07-04
영조,1724,08,16,5.0,1.0,2.0,14.0,1.0,1724-08-16
영조,1724,03,16,11.0,1.0,2.317073170731707,53.0,1.0,1724-03-16
영조,1724,03,10,6.0,1.0,2.227272727272727,12.0,1.0,1724-03-10
영조,1724,01,13,8.0,1.0,2.2790697674418605,18.0,1.0,1724-01-13
영조,1724,05,05,17.0,1.0,2.522727272727273,17.0,1.0,1724-05-05
영조,1724,09,14,10.0,1.0,2.9705882352941178,13.0,1.0,1724-09-14
영조,1724,07,23,9.0,1.0,2.731707317073171,21.0,1.0,1724-07-23
영조,1724,02,13,7.0,1.0,2.5681818181818183,14.0,1.0,1724-02-13
영조,1724,08,22,8.0,1.0,2.41025641025641,20.0,1.0,1724-08-22
영조,1724,08,15,6.0,1.0,2.75,14.0,1.0,1724-08-15
영조,1724,03,19,6.0,1.0,2.2093023255813953,16.0,1.0,1724-03-19
영조,1724,08,13,10.0,1.0,2.475,17.0,1.0,1724-08-13
영조,1724,07,12,10.0,1.0,2.6818181818181817,28.0,1.0,1724-07-12
영조,1724,03,27,7.0,1.0,1.7027027027027026,14.0,1.0,1724-03-27
영조,1724,06,12,8.0,1.0,2.5365853658536586,15.0,1.0,1724-06-12
영조,1724,05,27,6.0,1.0,2.1219512195121952,15.0,1.0,1724-05-27
영조,1724,05,10,6.0,1.0,2.1333333333333333,14.0,1.0,1724-05-10
영조,1724,05,04,15.0,1.0,2.925,19.0,1.0,1724-05-04
영조,1724,10,25,7.0,1.0,2.5348837209302326,19.0,1.0,1724-10-25
영조,1724,10,18,10.0,1.0,2.238095238095238,13.0,1.0,1724-10-18
영조,1724,12,02,11.0,1.0,2.45,11.0,1.0,1724-12-02
영조,1724,02,20,11.0,1.0,3.1627906976744184,22.0,1.0,1724-02-20
영조,1724,09,30,8.0,1.0,2.0714285714285716,20.0,1.0,1724-09-30
영조,1724,11,28,6.0,1.0,2.2857142857142856,21.0,1.0,1724-11-28
영조,1724,01,24,6.0,1.0,2.3684210526315788,15.0,1.0,1724-01-24
영조,1724,09,05,10.0,1.0,2.6363636363636362,11.0,1.0,1724-09-05
영조,1724,06,26,7.0,1.0,2.4318181818181817,28.0,1.0,1724-06-26
영조,1724,02,04,9.0,1.0,2.3333333333333335,14.0,1.0,1724-02-04
영조,1724,08,24,9.0,1.0,2.933333333333333,16.0,1.0,1724-08-24
영조,1724,08,06,6.0,1.0,2.1025641025641026,17.0,1.0,1724-08-06
영조,1724,04,19,6.0,1.0,2.3555555555555556,16.0,1.0,1724-04-19
영조,1724,04,25,12.0,1.0,2.55,12.0,1.0,1724-04-25
영조,1724,02,27,6.0,1.0,2.3333333333333335,15.0,1.0,1724-02-27
영조,1724,03,30,11.0,1.0,2.27027027027027,13.0,1.0,1724-03-30
영조,1724,06,13,6.0,1.0,2.1956521739130435,17.0,1.0,1724-06-13
영조,1724,10,17,7.0,1.0,2.302325581395349,12.0,1.0,1724-10-17
영조,1724,06,24,5.0,1.0,2.3333333333333335,11.0,1.0,1724-06-24
영조,1724,07,30,11.0,1.0,2.7777777777777777,26.0,1.0,1724-07-30
영조,1724,01,10,6.0,1.0,2.261904761904762,16.0,1.0,1724-01-10
영조,1724,12,26,11.0,1.0,2.526315789473684,11.0,1.0,1724-12-26
영조,1724,10,07,7.0,1.0,2.625,31.0,1.0,1724-10-07
영조,1724,02,16,10.0,1.0,2.727272727272727,13.0,1.0,1724-02-16
영조,1724,04,11,8.0,1.0,2.4651162790697674,35.0,1.0,1724-04-11
영조,1724,11,02,5.0,1.0,2.0869565217391304,11.0,1.0,1724-11-02
영조,1724,12,16,9.0,1.0,2.8461538461538463,11.0,1.0,1724-12-16
영조,1724,09,13,9.0,1.0,2.5681818181818183,13.0,1.0,1724-09-13
영조,1724,11,11,11.0,1.0,2.6956521739130435,13.0,1.0,1724-11-11
영조,1724,07,13,8.0,1.0,2.5641025641025643,24.0,1.0,1724-07-13
영조,1724,05,26,7.0,1.0,2.090909090909091,15.0,1.0,1724-05-26
영조,1724,03,05,6.0,1.0,2.3902439024390243,14.0,1.0,1724-03-05
영조,1724,04,20,10.0,1.0,2.4390243902439024,13.0,1.0,1724-04-20
영조,1724,08,10,6.0,1.0,2.1666666666666665,14.0,1.0,1724-08-10
영조,1724,02,02,9.0,1.0,2.6666666666666665,13.0,1.0,1724-02-02
영조,1724,11,20,6.0,1.0,2.5,28.0,1.0,1724-11-20
영조,1724,01,03,8.0,1.0,2.3863636363636362,11.0,1.0,1724-01-03
영조,1724,10,04,13.0,1.0,2.1463414634146343,13.0,1.0,1724-10-04
영조,1724,06,25,5.0,1.0,2.2857142857142856,15.0,1.0,1724-06-25
영조,1724,08,30,7.0,1.0,2.230769230769231,11.0,1.0,1724-08-30
영조,1724,07,31,7.0,1.0,2.8292682926829267,23.0,1.0,1724-07-31
영조,1724,07,11,6.0,1.0,2.3684210526315788,14.0,1.0,1724-07-11
영조,1724,09,27,8.0,1.0,2.2,46.0,1.0,1724-09-27
영조,1724,10,19,8.0,1.0,2.5454545454545454,13.0,1.0,1724-10-19
영조,1724,06,10,5.0,1.0,2.0,30.0,1.0,1724-06-10
영조,1724,12,10,5.0,1.0,2.35,11.0,1.0,1724-12-10
영조,1724,02,17,7.0,1.0,2.5238095238095237,12.0,1.0,1724-02-17
영조,1724,04,28,13.0,1.0,2.775,13.0,1.0,1724-04-28
영조,1724,11,23,6.0,1.0,2.4390243902439024,21.0,1.0,1724-11-23
영조,1724,05,09,10.0,1.0,2.5641025641025643,13.0,1.0,1724-05-09
영조,1724,08,05,7.0,1.0,2.4081632653061225,16.0,1.0,1724-08-05
영조,1724,07,09,10.0,1.0,2.7906976744186047,46.0,1.0,1724-07-09
영조,1724,04,18,8.0,1.0,2.8157894736842106,16.0,1.0,1724-04-18
영조,1724,08,29,8.0,1.0,2.6,12.0,1.0,1724-08-29
영조,1724,11,30,5.0,1.0,2.2142857142857144,13.0,1.0,1724-11-30
영조,1724,06,28,10.0,1.0,2.6222222222222222,40.0,1.0,1724-06-28
영조,1724,05,30,12.0,1.0,2.1538461538461537,17.0,1.0,1724-05-30
영조,1724,09,16,12.0,1.0,2.6923076923076925,33.0,1.0,1724-09-16
영조,1724,10,24,7.0,1.0,2.642857142857143,21.0,1.0,1724-10-24
영조,1724,03,29,8.0,1.0,2.175,24.0,1.0,1724-03-29
영조,1724,09,24,6.0,1.0,2.0476190476190474,17.0,1.0,1724-09-24
영조,1724,11,05,6.0,1.0,2.051282051282051,24.0,1.0,1724-11-05
영조,1724,02,21,8.0,1.0,2.3095238095238093,13.0,1.0,1724-02-21
영조,1724,08,01,6.0,1.0,2.7209302325581395,13.0,1.0,1724-08-01
영조,1724,01,08,9.0,1.0,2.261904761904762,13.0,1.0,1724-01-08
영조,1724,01,04,7.0,1.0,2.3513513513513513,10.0,1.0,1724-01-04
영조,1724,04,04,8.0,1.0,2.6458333333333335,15.0,1.0,1724-04-04
영조,1724,08,17,21.0,1.0,2.8378378378378377,21.0,1.0,1724-08-17
영조,1724,05,29,7.0,1.0,2.5135135135135136,15.0,1.0,1724-05-29
영조,1724,09,19,8.0,1.0,2.2972972972972974,13.0,1.0,1724-09-19
영조,1724,04,30,14.0,1.0,2.4210526315789473,14.0,1.0,1724-04-30
영조,1724,05,28,9.0,1.0,2.441860465116279,10.0,1.0,1724-05-28
영조,1724,04,12,6.0,1.0,2.186046511627907,13.0,1.0,1724-04-12
영조,1724,03,14,6.0,1.0,2.75,16.0,1.0,1724-03-14
영조,1724,05,16,11.0,1.0,2.0,11.0,1.0,1724-05-16
영조,1724,06,11,5.0,1.0,2.05,14.0,1.0,1724-06-11
영조,1724,11,27,10.0,1.0,2.5641025641025643,12.0,1.0,1724-11-27
영조,1724,01,09,6.0,1.0,2.0232558139534884,12.0,1.0,1724-01-09
영조,1724,12,15,7.0,1.0,2.926829268292683,15.0,1.0,1724-12-15
영조,1724,04,06,9.0,1.0,2.789473684210526,20.0,1.0,1724-04-06
영조,1724,01,18,16.0,1.0,2.6923076923076925,16.0,1.0,1724-01-18
영조,1724,02,26,8.0,1.0,2.3777777777777778,20.0,1.0,1724-02-26
영조,1724,10,30,6.0,1.0,2.4146341463414633,12.0,1.0,1724-10-30
영조,1724,08,23,7.0,1.0,2.3043478260869565,14.0,1.0,1724-08-23
영조,1724,02,10,8.0,1.0,2.5,44.0,1.0,1724-02-10
영조,1724,01,16,6.0,1.0,2.2127659574468086,14.0,1.0,1724-01-16
영조,1724,03,17,10.0,1.0,2.5789473684210527,13.0,1.0,1724-03-17
영조,1724,07,10,8.0,1.0,2.4878048780487805,16.0,1.0,1724-07-10
영조,1724,02,01,7.0,1.0,2.675,23.0,1.0,1724-02-01
영조,1724,02,05,9.0,1.0,2.6153846153846154,13.0,1.0,1724-02-05
영조,1724,06,27,11.0,1.0,2.627906976744186,17.0,1.0,1724-06-27
예종,1468,08,15,5.0,5.0,5.0,14.0,1.0,1468-08-15
예종,1468,05,14,2.0,2.0,2.0,11.0,1.0,1468-05-14
예종,1468,12,22,4.0,2.0,3.0,15.0,1.0,1468-12-22
예종,1468,07,26,5.0,5.0,5.0,26.0,1.0,1468-07-26
예종,1468,03,03,3.0,3.0,3.0,21.0,1.0,1468-03-03
예종,1468,03,22,8.0,8.0,8.0,11.0,1.0,1468-03-22
예종,1468,05,15,4.0,4.0,4.0,13.0,1.0,1468-05-15
예종,1468,01,14,4.0,4.0,4.0,10.0,1.0,1468-01-14
예종,1468,11,05,6.0,5.0,5.5,24.0,1.0,1468-11-05
예종,1468,07,27,2.0,2.0,2.0,14.0,1.0,1468-07-27
예종,1468,04,03,4.0,4.0,4.0,14.0,1.0,1468-04-03
예종,1468,08,05,,,,16.0,1.0,1468-08-05
예종,1468,11,30,3.0,1.0,2.0,13.0,1.0,1468-11-30
예종,1468,05,05,4.0,4.0,4.0,17.0,1.0,1468-05-05
예종,1468,04,04,2.0,2.0,2.0,15.0,1.0,1468-04-04
예종,1468,03,07,7.0,7.0,7.0,31.0,1.0,1468-03-07
예종,1468,08,11,2.0,2.0,2.0,15.0,1.0,1468-08-11
예종,1468,08,04,11.0,11.0,11.0,14.0,1.0,1468-08-04
예종,1468,01,18,3.0,3.0,3.0,16.0,1.0,1468-01-18
예종,1468,10,08,8.0,4.0,6.0,13.0,1.0,1468-10-08
예종,1468,05,06,3.0,3.0,3.0,12.0,1.0,1468-05-06
예종,1468,10,05,4.0,1.0,2.5,29.0,1.0,1468-10-05
예종,1468,01,20,3.0,3.0,3.0,16.0,1.0,1468-01-20
예종,1468,04,29,2.0,2.0,2.0,15.0,1.0,1468-04-29
예종,1468,08,03,3.0,3.0,3.0,13.0,1.0,1468-08-03
예종,1468,01,17,5.0,5.0,5.0,11.0,1.0,1468-01-17
예종,1468,05,07,4.0,4.0,4.0,12.0,1.0,1468-05-07
예종,1468,11,17,5.0,4.0,4.5,13.0,1.0,1468-11-17
예종,1468,12,19,4.0,4.0,4.0,10.0,1.0,1468-12-19
예종,1468,12,21,4.0,2.0,3.0,15.0,1.0,1468-12-21
예종,1468,05,04,2.0,2.0,2.0,19.0,1.0,1468-05-04
예종,1468,08,06,3.0,3.0,3.0,17.0,1.0,1468-08-06
예종,1468,05,01,7.0,7.0,7.0,16.0,1.0,1468-05-01
예종,1468,03,21,2.0,2.0,2.0,16.0,1.0,1468-03-21
예종,1468,01,19,4.0,2.0,3.0,12.0,1.0,1468-01-19
예종,1468,08,09,1.0,1.0,1.0,15.0,1.0,1468-08-09
예종,1468,08,08,5.0,5.0,5.0,45.0,1.0,1468-08-08
예종,1468,05,02,3.0,3.0,3.0,22.0,1.0,1468-05-02
예종,1468,01,30,1.0,1.0,1.0,11.0,1.0,1468-01-30
예종,1468,09,08,4.0,4.0,4.0,8.0,1.0,1468-09-08
예종,1468,11,29,6.0,2.0,4.0,24.0,1.0,1468-11-29
예종,1468,03,08,4.0,4.0,4.0,16.0,1.0,1468-03-08
예종,1468,11,06,5.0,3.0,4.0,10.0,1.0,1468-11-06
예종,1468,08,07,2.0,2.0,2.0,35.0,1.0,1468-08-07
예종,1468,05,03,3.0,3.0,3.0,15.0,1.0,1468-05-03
예종,1468,02,09,2.0,2.0,2.0,15.0,1.0,1468-02-09
예종,1468,11,28,2.0,1.0,1.5,21.0,1.0,1468-11-28
예종,1468,03,09,1.0,1.0,1.0,13.0,1.0,1468-03-09
예종,1468,10,07,7.0,2.0,4.5,31.0,1.0,1468-10-07
예종,1468,04,30,3.0,3.0,3.0,14.0,1.0,1468-04-30
예종,1468,08,10,4.0,4.0,4.0,14.0,1.0,1468-08-10
예종,1468,09,09,2.0,2.0,2.0,17.0,1.0,1468-09-09
예종,1468,12,01,2.0,2.0,2.0,14.0,1.0,1468-12-01
예종,1468,03,10,3.0,3.0,3.0,12.0,1.0,1468-03-10
예종,1468,03,06,2.0,2.0,2.0,12.0,1.0,1468-03-06
예종,1468,05,11,7.0,7.0,7.0,20.0,1.0,1468-05-11
예종,1468,04,27,5.0,5.0,5.0,18.0,1.0,1468-04-27
예종,1468,04,02,1.0,1.0,1.0,16.0,1.0,1468-04-02
예종,1468,12,29,4.0,1.0,2.5,13.0,1.0,1468-12-29
예종,1468,11,16,6.0,1.0,3.5,12.0,1.0,1468-11-16
예종,1468,07,29,4.0,4.0,4.0,13.0,1.0,1468-07-29
예종,1468,01,21,2.0,2.0,2.0,24.0,1.0,1468-01-21
예종,1468,05,12,4.0,4.0,4.0,17.0,1.0,1468-05-12
예종,1468,08,14,3.0,3.0,3.0,16.0,1.0,1468-08-14
예종,1468,01,15,3.0,3.0,3.0,15.0,1.0,1468-01-15
예종,1468,03,04,2.0,2.0,2.0,13.0,1.0,1468-03-04
예종,1468,07,28,3.0,3.0,3.0,12.0,1.0,1468-07-28
예종,1468,12,03,4.0,3.0,3.5,11.0,1.0,1468-12-03
예종,1468,02,08,4.0,4.0,4.0,22.0,1.0,1468-02-08
예종,1468,05,13,3.0,3.0,3.0,20.0,1.0,1468-05-13
예종,1468,09,10,2.0,2.0,2.0,14.0,1.0,1468-09-10
예종,1468,12,23,4.0,1.0,2.5,12.0,1.0,1468-12-23
예종,1468,10,11,3.0,2.0,2.5,18.0,1.0,1468-10-11
예종,1468,03,11,4.0,4.0,4.0,12.0,1.0,1468-03-11
예종,1468,10,10,3.0,3.0,3.0,22.0,1.0,1468-10-10
예종,1468,04,26,2.0,2.0,2.0,15.0,1.0,1468-04-26
예종,1468,07,30,6.0,6.0,6.0,26.0,1.0,1468-07-30
예종,1468,10,04,5.0,3.0,4.0,13.0,1.0,1468-10-04
예종,1468,08,12,4.0,4.0,4.0,14.0,1.0,1468-08-12
예종,1468,08,02,,,,13.0,1.0,1468-08-02
예종,1468,11,11,5.0,2.0,3.5,13.0,1.0,1468-11-11
예종,1468,05,08,,,,12.0,1.0,1468-05-08
예종,1468,09,22,8.0,2.0,5.0,15.0,1.0,1468-09-22
예종,1468,10,09,2.0,1.0,1.5,18.0,1.0,1468-10-09
예종,1468,09,07,2.0,2.0,2.0,13.0,1.0,1468-09-07
예종,1468,02,04,3.0,3.0,3.0,14.0,1.0,1468-02-04
예종,1468,08,01,1.0,1.0,1.0,13.0,1.0,1468-08-01
예종,1468,04,28,2.0,2.0,2.0,13.0,1.0,1468-04-28
예종,1468,05,09,3.0,3.0,3.0,13.0,1.0,1468-05-09
예종,1468,12,27,2.0,1.0,1.5,10.0,1.0,1468-12-27
예종,1468,11,27,4.0,1.0,2.5,12.0,1.0,1468-11-27
예종,1468,01,16,1.0,1.0,1.0,14.0,1.0,1468-01-16
예종,1468,02,10,5.0,5.0,5.0,44.0,1.0,1468-02-10
예종,1468,07,31,2.0,2.0,2.0,23.0,1.0,1468-07-31
예종,1468,05,10,2.0,2.0,2.0,14.0,1.0,1468-05-10
예종,1468,08,13,4.0,4.0,4.0,17.0,1.0,1468-08-13
예종,1468,12,02,3.0,2.0,2.5,11.0,1.0,1468-12-02
예종,1468,03,05,1.0,1.0,1.0,14.0,1.0,1468-03-05
예종,1468,11,07,5.0,4.0,4.5,15.0,1.0,1468-11-07
예종,1468,11,04,4.0,4.0,4.0,14.0,1.0,1468-11-04
예종,1468,10,06,5.0,5.0,5.0,13.0,1.0,1468-10-06
예종,1468,07,08,4.0,4.0,4.0,18.0,1.0,1468-07-08
예종,1468,09,26,5.0,1.0,3.0,15.0,1.0,1468-09-26
예종,1468,02,25,5.0,5.0,5.0,13.0,1.0,1468-02-25
예종,1468,05,31,3.0,3.0,3.0,13.0,1.0,1468-05-31
예종,1468,09,29,3.0,3.0,3.0,12.0,1.0,1468-09-29
예종,1468,07,07,2.0,2.0,2.0,16.0,1.0,1468-07-07
예종,1468,10,20,7.0,4.0,5.5,13.0,1.0,1468-10-20
예종,1468,12,11,2.0,1.0,1.5,9.0,1.0,1468-12-11
예종,1468,09,17,1.0,1.0,1.0,12.0,1.0,1468-09-17
예종,1468,10,26,6.0,4.0,5.0,17.0,1.0,1468-10-26
예종,1468,09,23,7.0,2.0,4.5,19.0,1.0,1468-09-23
예종,1468,04,17,7.0,7.0,7.0,14.0,1.0,1468-04-17
예종,1468,06,01,9.0,9.0,9.0,16.0,1.0,1468-06-01
예종,1468,03,15,2.0,2.0,2.0,13.0,1.0,1468-03-15
예종,1468,02,19,1.0,1.0,1.0,12.0,1.0,1468-02-19
예종,1468,09,20,5.0,5.0,5.0,15.0,1.0,1468-09-20
예종,1468,08,25,5.0,5.0,5.0,15.0,1.0,1468-08-25
예종,1468,02,14,4.0,4.0,4.0,16.0,1.0,1468-02-14
예종,1468,07,05,1.0,1.0,1.0,26.0,1.0,1468-07-05
예종,1468,02,06,5.0,5.0,5.0,13.0,1.0,1468-02-06
예종,1468,04,11,8.0,8.0,8.0,35.0,1.0,1468-04-11
예종,1468,02,24,4.0,4.0,4.0,16.0,1.0,1468-02-24
예종,1468,11,22,4.0,4.0,4.0,15.0,1.0,1468-11-22
예종,1468,08,24,4.0,4.0,4.0,16.0,1.0,1468-08-24
예종,1468,02,16,3.0,3.0,3.0,13.0,1.0,1468-02-16
예종,1468,06,13,2.0,2.0,2.0,17.0,1.0,1468-06-13
