king,y,m,d,max,min,avg,maxmax,minmin,date
선조,1567,09,22,15.0,1.0,4.090909090909091,15.0,1.0,1567-09-22
선조,1567,04,13,7.0,1.0,3.7777777777777777,14.0,1.0,1567-04-13
선조,1567,01,09,9.0,1.0,2.727272727272727,12.0,1.0,1567-01-09
선조,1567,03,22,8.0,1.0,3.619047619047619,11.0,1.0,1567-03-22
선조,1567,04,17,10.0,1.0,4.473684210526316,14.0,1.0,1567-04-17
선조,1567,02,09,15.0,1.0,3.8333333333333335,15.0,1.0,1567-02-09
선조,1567,12,18,8.0,1.0,3.608695652173913,13.0,1.0,1567-12-18
선조,1567,05,11,14.0,1.0,4.142857142857143,20.0,1.0,1567-05-11
선조,1567,07,22,9.0,1.0,3.761904761904762,11.0,1.0,1567-07-22
선조,1567,08,25,15.0,1.0,3.772727272727273,15.0,1.0,1567-08-25
선조,1567,11,15,10.0,1.0,3.0434782608695654,11.0,1.0,1567-11-15
선조,1567,10,07,31.0,1.0,4.9523809523809526,31.0,1.0,1567-10-07
선조,1567,06,21,33.0,1.0,5.0,33.0,1.0,1567-06-21
선조,1567,01,05,8.0,1.0,3.590909090909091,11.0,1.0,1567-01-05
선조,1567,09,23,8.0,1.0,3.380952380952381,19.0,1.0,1567-09-23
선조,1567,08,29,12.0,1.0,4.0476190476190474,12.0,1.0,1567-08-29
선조,1567,07,30,7.0,1.0,3.1818181818181817,26.0,1.0,1567-07-30
선조,1567,05,18,15.0,1.0,4.285714285714286,26.0,1.0,1567-05-18
선조,1567,06,08,8.0,1.0,3.28,24.0,1.0,1567-06-08
선조,1567,08,15,7.0,1.0,3.3333333333333335,14.0,1.0,1567-08-15
선조,1567,03,19,16.0,1.0,4.368421052631579,16.0,1.0,1567-03-19
선조,1567,06,07,8.0,1.0,3.1739130434782608,10.0,1.0,1567-06-07
선조,1567,12,01,8.0,1.0,3.6315789473684212,14.0,1.0,1567-12-01
선조,1567,02,06,12.0,1.0,3.8095238095238093,13.0,1.0,1567-02-06
선조,1567,07,25,11.0,1.0,3.1578947368421053,16.0,1.0,1567-07-25
선조,1567,02,04,6.0,1.0,2.9473684210526314,14.0,1.0,1567-02-04
선조,1567,08,14,16.0,1.0,3.5384615384615383,16.0,1.0,1567-08-14
선조,1567,10,01,8.0,1.0,3.45,17.0,1.0,1567-10-01
선조,1567,09,28,12.0,1.0,4.25,15.0,1.0,1567-09-28
선조,1567,12,29,7.0,1.0,3.526315789473684,13.0,1.0,1567-12-29
선조,1567,11,10,19.0,1.0,4.2,19.0,1.0,1567-11-10
선조,1567,05,14,8.0,1.0,2.8181818181818183,11.0,1.0,1567-05-14
선조,1567,01,18,12.0,1.0,4.0,16.0,1.0,1567-01-18
선조,1567,07,27,14.0,1.0,3.772727272727273,14.0,1.0,1567-07-27
선조,1567,03,13,7.0,1.0,3.5217391304347827,9.0,1.0,1567-03-13
선조,1567,03,14,8.0,1.0,3.2083333333333335,16.0,1.0,1567-03-14
선조,1567,03,16,53.0,1.0,5.416666666666667,53.0,1.0,1567-03-16
선조,1567,05,15,13.0,1.0,3.652173913043478,13.0,1.0,1567-05-15
선조,1567,07,02,9.0,1.0,3.5217391304347827,14.0,1.0,1567-07-02
선조,1567,08,09,10.0,1.0,3.5416666666666665,15.0,1.0,1567-08-09
선조,1567,09,30,12.0,1.0,3.7083333333333335,20.0,1.0,1567-09-30
선조,1567,06,06,7.0,1.0,2.6153846153846154,13.0,1.0,1567-06-06
선조,1567,02,05,13.0,1.0,3.56,13.0,1.0,1567-02-05
선조,1567,09,29,12.0,1.0,3.761904761904762,12.0,1.0,1567-09-29
선조,1567,04,15,6.0,1.0,3.6842105263157894,10.0,1.0,1567-04-15
선조,1567,11,11,10.0,1.0,3.0952380952380953,13.0,1.0,1567-11-11
선조,1567,03,15,11.0,1.0,3.3181818181818183,13.0,1.0,1567-03-15
선조,1567,01,01,7.0,1.0,3.6,18.0,1.0,1567-01-01
선조,1567,01,13,10.0,1.0,2.85,18.0,1.0,1567-01-13
선조,1567,03,11,10.0,2.0,4.05,12.0,1.0,1567-03-11
선조,1567,03,17,11.0,1.0,3.260869565217391,13.0,1.0,1567-03-17
선조,1567,12,24,8.0,1.0,2.9523809523809526,15.0,1.0,1567-12-24
선조,1567,11,13,7.0,1.0,2.857142857142857,27.0,1.0,1567-11-13
선조,1567,08,26,15.0,1.0,3.8,15.0,1.0,1567-08-26
선조,1567,04,28,10.0,1.0,3.0833333333333335,13.0,1.0,1567-04-28
선조,1567,02,07,13.0,1.0,3.75,19.0,1.0,1567-02-07
선조,1567,07,24,11.0,1.0,3.409090909090909,17.0,1.0,1567-07-24
선조,1567,04,27,9.0,1.0,4.1,18.0,1.0,1567-04-27
선조,1567,10,03,12.0,1.0,3.7,24.0,1.0,1567-10-03
선조,1567,09,26,15.0,1.0,4.083333333333333,15.0,1.0,1567-09-26
선조,1567,02,03,12.0,1.0,3.0833333333333335,14.0,1.0,1567-02-03
선조,1567,05,13,20.0,1.0,4.125,20.0,1.0,1567-05-13
선조,1567,08,28,9.0,1.0,3.6363636363636362,14.0,1.0,1567-08-28
선조,1567,03,18,14.0,1.0,4.0,14.0,1.0,1567-03-18
선조,1567,07,03,14.0,1.0,3.9565217391304346,15.0,1.0,1567-07-03
선조,1567,03,12,12.0,1.0,3.6,12.0,1.0,1567-03-12
선조,1567,12,10,8.0,1.0,3.130434782608696,11.0,1.0,1567-12-10
선조,1567,04,16,8.0,1.0,3.5416666666666665,13.0,1.0,1567-04-16
선조,1567,07,28,10.0,1.0,3.1818181818181817,12.0,1.0,1567-07-28
선조,1567,05,16,8.0,1.0,5.05,11.0,1.0,1567-05-16
선조,1567,12,20,6.0,1.0,3.1052631578947367,11.0,1.0,1567-12-20
선조,1567,07,01,12.0,1.0,3.380952380952381,18.0,1.0,1567-07-01
선조,1567,11,30,7.0,1.0,2.9545454545454546,13.0,1.0,1567-11-30
선조,1567,10,02,8.0,1.0,3.5416666666666665,14.0,1.0,1567-10-02
선조,1567,09,27,11.0,1.0,4.05,46.0,1.0,1567-09-27
선조,1567,06,05,10.0,1.0,4.5,14.0,1.0,1567-06-05
선조,1567,06,16,10.0,1.0,3.45,13.0,1.0,1567-06-16
선조,1567,11,12,11.0,1.0,3.1818181818181817,11.0,1.0,1567-11-12
선조,1567,11,09,9.0,1.0,3.6818181818181817,11.0,1.0,1567-11-09
선조,1567,03,23,11.0,1.0,4.190476190476191,14.0,1.0,1567-03-23
선조,1567,08,27,7.0,1.0,3.619047619047619,12.0,1.0,1567-08-27
선조,1567,07,06,7.0,1.0,2.8260869565217392,18.0,1.0,1567-07-06
선조,1567,05,21,13.0,1.0,4.363636363636363,14.0,1.0,1567-05-21
선조,1567,01,12,8.0,1.0,3.210526315789474,10.0,1.0,1567-01-12
선조,1567,02,11,16.0,1.0,3.9545454545454546,20.0,1.0,1567-02-11
선조,1567,01,16,12.0,1.0,3.590909090909091,14.0,1.0,1567-01-16
선조,1567,07,26,26.0,1.0,4.9411764705882355,26.0,1.0,1567-07-26
선조,1567,12,23,8.0,1.0,3.35,12.0,1.0,1567-12-23
선조,1567,08,30,7.0,1.0,3.5238095238095237,11.0,1.0,1567-08-30
선조,1567,10,13,10.0,1.0,3.5238095238095237,15.0,1.0,1567-10-13
선조,1567,03,25,14.0,1.0,3.8636363636363638,14.0,1.0,1567-03-25
선조,1567,04,19,7.0,1.0,3.3157894736842106,16.0,1.0,1567-04-19
선조,1567,10,11,7.0,1.0,2.88,18.0,1.0,1567-10-11
선조,1567,05,22,10.0,1.0,3.272727272727273,13.0,1.0,1567-05-22
선조,1567,01,30,8.0,1.0,3.2857142857142856,11.0,1.0,1567-01-30
선조,1567,09,19,12.0,1.0,3.96,13.0,1.0,1567-09-19
선조,1567,03,05,9.0,1.0,3.24,14.0,1.0,1567-03-05
선조,1567,07,20,7.0,1.0,2.7916666666666665,21.0,1.0,1567-07-20
선조,1567,02,12,11.0,1.0,3.5,15.0,1.0,1567-02-12
선조,1567,08,24,10.0,1.0,3.230769230769231,16.0,1.0,1567-08-24
선조,1567,12,22,10.0,1.0,4.0,15.0,1.0,1567-12-22
선조,1567,08,02,11.0,1.0,3.5454545454545454,13.0,1.0,1567-08-02
선조,1567,11,05,24.0,1.0,4.578947368421052,24.0,1.0,1567-11-05
선조,1567,05,20,9.0,1.0,3.2857142857142856,14.0,1.0,1567-05-20
선조,1567,12,31,15.0,1.0,4.5,15.0,1.0,1567-12-31
선조,1567,01,11,9.0,1.0,2.9583333333333335,11.0,1.0,1567-01-11
선조,1567,10,12,6.0,1.0,2.25,17.0,1.0,1567-10-12
선조,1567,04,12,11.0,1.0,3.5,13.0,1.0,1567-04-12
선조,1567,06,09,8.0,1.0,3.2916666666666665,14.0,1.0,1567-06-09
선조,1567,07,19,10.0,1.0,3.037037037037037,13.0,1.0,1567-07-19
선조,1567,03,26,12.0,1.0,3.9,14.0,1.0,1567-03-26
선조,1567,12,19,10.0,1.0,2.9130434782608696,10.0,1.0,1567-12-19
선조,1567,11,04,14.0,1.0,3.5238095238095237,14.0,1.0,1567-11-04
선조,1567,04,23,10.0,1.0,3.590909090909091,13.0,1.0,1567-04-23
선조,1567,01,04,8.0,1.0,3.526315789473684,10.0,1.0,1567-01-04
선조,1567,03,04,7.0,1.0,3.0,13.0,1.0,1567-03-04
선조,1567,11,18,6.0,1.0,2.375,10.0,1.0,1567-11-18
선조,1567,01,29,7.0,1.0,3.8260869565217392,13.0,1.0,1567-01-29
선조,1567,08,23,12.0,1.0,3.4166666666666665,14.0,1.0,1567-08-23
선조,1567,01,03,11.0,1.0,3.45,11.0,1.0,1567-01-03
선조,1567,09,18,11.0,1.0,3.0454545454545454,11.0,1.0,1567-09-18
선조,1567,09,17,8.0,1.0,3.111111111111111,12.0,1.0,1567-09-17
선조,1567,03,03,21.0,1.0,3.782608695652174,21.0,1.0,1567-03-03
선조,1567,04,29,8.0,1.0,3.35,15.0,1.0,1567-04-29
선조,1567,06,15,10.0,1.0,3.4583333333333335,18.0,1.0,1567-06-15
선조,1567,08,01,10.0,1.0,3.25,13.0,1.0,1567-08-01
선조,1567,06,02,12.0,1.0,3.3684210526315788,27.0,1.0,1567-06-02
선조,1567,08,16,14.0,1.0,3.7142857142857144,14.0,1.0,1567-08-16
선조,1567,06,17,9.0,1.0,3.0869565217391304,13.0,1.0,1567-06-17
선조,1567,11,29,9.0,1.0,3.5714285714285716,24.0,1.0,1567-11-29
선조,1567,12,26,9.0,1.0,4.25,11.0,1.0,1567-12-26
선조,1567,06,29,24.0,1.0,3.761904761904762,24.0,1.0,1567-06-29
선조,1567,01,02,6.0,1.0,2.9473684210526314,17.0,1.0,1567-01-02
선조,1567,12,11,9.0,1.0,3.0555555555555554,9.0,1.0,1567-12-11
선조,1567,09,20,11.0,1.0,3.8181818181818183,15.0,1.0,1567-09-20
선조,1567,02,10,10.0,1.0,2.7916666666666665,44.0,1.0,1567-02-10
선조,1567,06,28,40.0,1.0,5.5,40.0,1.0,1567-06-28
선조,1567,08,12,10.0,1.0,4.0476190476190474,14.0,1.0,1567-08-12
선조,1567,10,14,11.0,1.0,3.0833333333333335,16.0,1.0,1567-10-14
선조,1567,11,19,6.0,1.0,3.0,22.0,1.0,1567-11-19
선조,1567,07,31,8.0,1.0,3.217391304347826,23.0,1.0,1567-07-31
선조,1567,07,21,8.0,1.0,3.36,13.0,1.0,1567-07-21
선조,1567,03,28,13.0,1.0,4.0476190476190474,13.0,1.0,1567-03-28
선조,1567,08,31,14.0,1.0,3.9545454545454546,14.0,1.0,1567-08-31
선조,1567,12,02,8.0,1.0,3.391304347826087,11.0,1.0,1567-12-02
선조,1567,12,25,11.0,1.0,3.263157894736842,17.0,1.0,1567-12-25
선조,1567,10,09,10.0,1.0,2.869565217391304,18.0,1.0,1567-10-09
선조,1567,09,21,10.0,1.0,4.0,18.0,1.0,1567-09-21
선조,1567,11,03,7.0,1.0,3.0869565217391304,10.0,1.0,1567-11-03
선조,1567,06,03,10.0,1.0,3.3333333333333335,10.0,1.0,1567-06-03
선조,1567,03,06,8.0,1.0,3.68,12.0,1.0,1567-03-06
선조,1567,04,18,12.0,1.0,3.2083333333333335,16.0,1.0,1567-04-18
선조,1567,05,09,12.0,1.0,3.727272727272727,13.0,1.0,1567-05-09
선조,1567,07,18,7.0,1.0,2.739130434782609,23.0,1.0,1567-07-18
선조,1567,03,02,15.0,1.0,3.1818181818181817,15.0,1.0,1567-03-02
선조,1567,04,26,8.0,1.0,2.8333333333333335,15.0,1.0,1567-04-26
선조,1567,09,16,33.0,1.0,6.0,33.0,1.0,1567-09-16
선조,1567,03,24,9.0,1.0,3.9,10.0,1.0,1567-03-24
선조,1567,01,20,16.0,1.0,3.0,16.0,1.0,1567-01-20
선조,1567,05,08,7.0,1.0,3.0434782608695654,12.0,1.0,1567-05-08
선조,1567,10,10,10.0,1.0,3.380952380952381,22.0,1.0,1567-10-10
선조,1567,11,17,9.0,1.0,2.7083333333333335,13.0,1.0,1567-11-17
선조,1567,05,10,13.0,1.0,3.9047619047619047,14.0,1.0,1567-05-10
성종,1469,08,18,7.0,1.0,3.5652173913043477,13.0,1.0,1469-08-18
성종,1469,12,05,8.0,1.0,3.9166666666666665,12.0,1.0,1469-12-05
성종,1469,01,18,11.0,1.0,4.2,16.0,1.0,1469-01-18
성종,1469,04,16,9.0,1.0,3.6818181818181817,13.0,1.0,1469-04-16
성종,1469,06,17,9.0,1.0,3.375,13.0,1.0,1469-06-17
성종,1469,08,11,7.0,1.0,3.8,15.0,1.0,1469-08-11
성종,1469,04,25,9.0,1.0,3.625,12.0,1.0,1469-04-25
성종,1469,08,13,8.0,1.0,3.869565217391304,17.0,1.0,1469-08-13
성종,1469,04,15,9.0,1.0,3.7142857142857144,10.0,1.0,1469-04-15
성종,1469,01,01,18.0,1.0,4.538461538461538,18.0,1.0,1469-01-01
성종,1469,11,28,10.0,1.0,4.666666666666667,21.0,1.0,1469-11-28
성종,1469,12,23,9.0,1.0,4.48,12.0,1.0,1469-12-23
성종,1469,08,22,7.0,1.0,2.8636363636363638,20.0,1.0,1469-08-22
성종,1469,11,30,9.0,1.0,4.208333333333333,13.0,1.0,1469-11-30
성종,1469,05,01,8.0,1.0,3.727272727272727,16.0,1.0,1469-05-01
성종,1469,09,03,7.0,1.0,3.4347826086956523,16.0,1.0,1469-09-03
성종,1469,12,03,10.0,1.0,4.043478260869565,11.0,1.0,1469-12-03
성종,1469,08,27,11.0,1.0,3.44,12.0,1.0,1469-08-27
성종,1469,08,09,7.0,1.0,3.4166666666666665,15.0,1.0,1469-08-09
성종,1469,04,19,8.0,1.0,3.875,16.0,1.0,1469-04-19
성종,1469,08,14,9.0,1.0,3.04,16.0,1.0,1469-08-14
성종,1469,04,11,7.0,1.0,3.36,35.0,1.0,1469-04-11
성종,1469,08,19,8.0,1.0,3.36,17.0,1.0,1469-08-19
성종,1469,08,16,9.0,1.0,3.6666666666666665,14.0,1.0,1469-08-16
성종,1469,04,08,11.0,1.0,4.3478260869565215,35.0,1.0,1469-04-08
성종,1469,01,20,10.0,1.0,3.6538461538461537,16.0,1.0,1469-01-20
성종,1469,12,01,7.0,1.0,4.083333333333333,14.0,1.0,1469-12-01
성종,1469,08,24,10.0,1.0,4.083333333333333,16.0,1.0,1469-08-24
성종,1469,04,20,8.0,1.0,3.7083333333333335,13.0,1.0,1469-04-20
성종,1469,12,31,11.0,1.0,4.583333333333333,15.0,1.0,1469-12-31
성종,1469,12,04,10.0,1.0,3.8181818181818183,27.0,1.0,1469-12-04
성종,1469,04,30,10.0,1.0,3.9565217391304346,14.0,1.0,1469-04-30
성종,1469,04,26,7.0,1.0,3.2916666666666665,15.0,1.0,1469-04-26
성종,1469,08,10,8.0,1.0,3.68,14.0,1.0,1469-08-10
성종,1469,04,17,12.0,1.0,4.478260869565218,14.0,1.0,1469-04-17
성종,1469,11,27,10.0,1.0,4.12,12.0,1.0,1469-11-27
성종,1469,11,29,12.0,1.0,4.08,24.0,1.0,1469-11-29
성종,1469,09,02,8.0,1.0,3.9583333333333335,12.0,1.0,1469-09-02
성종,1469,04,18,9.0,1.0,4.0,16.0,1.0,1469-04-18
성종,1469,04,10,9.0,1.0,3.04,22.0,1.0,1469-04-10
성종,1469,08,29,8.0,1.0,3.652173913043478,12.0,1.0,1469-08-29
성종,1469,08,25,7.0,1.0,3.36,15.0,1.0,1469-08-25
성종,1469,08,17,9.0,1.0,4.0,21.0,1.0,1469-08-17
성종,1469,08,21,6.0,1.0,3.217391304347826,20.0,1.0,1469-08-21
성종,1469,04,13,8.0,1.0,3.8333333333333335,14.0,1.0,1469-04-13
성종,1469,04,24,11.0,1.0,4.260869565217392,12.0,1.0,1469-04-24
성종,1469,01,21,12.0,1.0,3.5416666666666665,24.0,1.0,1469-01-21
성종,1469,04,21,11.0,1.0,3.9545454545454546,11.0,1.0,1469-04-21
성종,1469,12,02,7.0,1.0,3.6666666666666665,11.0,1.0,1469-12-02
성종,1469,12,13,5.0,1.0,3.2083333333333335,24.0,1.0,1469-12-13
성종,1469,01,19,10.0,1.0,3.730769230769231,12.0,1.0,1469-01-19
성종,1469,08,12,8.0,1.0,4.166666666666667,14.0,1.0,1469-08-12
성종,1469,06,19,11.0,1.0,3.4347826086956523,16.0,1.0,1469-06-19
성종,1469,08,15,8.0,1.0,3.36,14.0,1.0,1469-08-15
성종,1469,06,15,10.0,2.0,4.090909090909091,18.0,1.0,1469-06-15
성종,1469,01,06,9.0,1.0,3.923076923076923,31.0,1.0,1469-01-06
성종,1469,06,21,11.0,1.0,4.08,33.0,1.0,1469-06-21
성종,1469,08,20,11.0,1.0,3.727272727272727,11.0,1.0,1469-08-20
성종,1469,12,14,9.0,1.0,4.166666666666667,19.0,1.0,1469-12-14
성종,1469,08,28,9.0,1.0,3.347826086956522,14.0,1.0,1469-08-28
성종,1469,06,20,10.0,1.0,3.8636363636363638,17.0,1.0,1469-06-20
성종,1469,04,12,9.0,1.0,4.043478260869565,13.0,1.0,1469-04-12
성종,1469,08,26,8.0,1.0,3.6956521739130435,15.0,1.0,1469-08-26
성종,1469,11,26,7.0,1.0,3.391304347826087,14.0,1.0,1469-11-26
성종,1469,04,29,7.0,1.0,3.8260869565217392,15.0,1.0,1469-04-29
성종,1469,12,28,9.0,1.0,3.739130434782609,16.0,1.0,1469-12-28
성종,1469,08,23,9.0,1.0,3.4583333333333335,14.0,1.0,1469-08-23
성종,1469,04,28,9.0,1.0,3.227272727272727,13.0,1.0,1469-04-28
성종,1469,04,14,11.0,1.0,4.25,13.0,1.0,1469-04-14
성종,1469,04,22,7.0,2.0,3.5,17.0,1.0,1469-04-22
성종,1469,04,27,9.0,1.0,3.75,18.0,1.0,1469-04-27
성종,1469,06,16,8.0,1.0,3.590909090909091,13.0,1.0,1469-06-16
성종,1469,01,17,10.0,1.0,3.8,11.0,1.0,1469-01-17
성종,1469,08,30,7.0,1.0,3.4166666666666665,11.0,1.0,1469-08-30
성종,1469,01,15,9.0,1.0,4.32,15.0,1.0,1469-01-15
성종,1469,01,05,11.0,1.0,3.9615384615384617,11.0,1.0,1469-01-05
성종,1469,09,01,9.0,1.0,3.52,11.0,1.0,1469-09-01
성종,1469,06,22,9.0,1.0,4.166666666666667,14.0,1.0,1469-06-22
성종,1469,01,14,8.0,1.0,3.9166666666666665,10.0,1.0,1469-01-14
성종,1469,06,18,8.0,1.0,3.72,12.0,1.0,1469-06-18
성종,1469,01,16,10.0,1.0,3.84,14.0,1.0,1469-01-16
성종,1469,04,09,7.0,1.0,3.68,33.0,1.0,1469-04-09
성종,1469,06,14,8.0,1.0,3.92,19.0,1.0,1469-06-14
성종,1469,01,13,7.0,1.0,3.52,18.0,1.0,1469-01-13
성종,1469,06,23,8.0,1.0,3.5416666666666665,21.0,1.0,1469-06-23
성종,1469,08,31,12.0,1.0,3.96,14.0,1.0,1469-08-31
성종,1469,03,22,8.0,1.0,3.68,11.0,1.0,1469-03-22
성종,1469,06,24,11.0,1.0,4.16,11.0,1.0,1469-06-24
성종,1469,12,16,8.0,1.0,4.208333333333333,11.0,1.0,1469-12-16
성종,1469,07,04,11.0,1.0,4.2727272727272725,22.0,1.0,1469-07-04
성종,1469,05,18,5.0,1.0,3.44,26.0,1.0,1469-05-18
성종,1469,10,06,6.0,1.0,2.782608695652174,13.0,1.0,1469-10-06
성종,1469,11,07,8.0,1.0,3.4166666666666665,15.0,1.0,1469-11-07
성종,1469,03,09,8.0,1.0,4.173913043478261,13.0,1.0,1469-03-09
성종,1469,06,04,10.0,2.0,4.08,15.0,1.0,1469-06-04
성종,1469,07,22,10.0,1.0,3.8181818181818183,11.0,1.0,1469-07-22
성종,1469,02,08,13.0,1.0,4.521739130434782,22.0,1.0,1469-02-08
성종,1469,07,23,8.0,1.0,3.652173913043478,21.0,1.0,1469-07-23
성종,1469,03,10,9.0,1.0,3.7916666666666665,12.0,1.0,1469-03-10
성종,1469,11,08,9.0,1.0,3.8636363636363638,13.0,1.0,1469-11-08
성종,1469,05,17,12.0,1.0,4.64,26.0,1.0,1469-05-17
성종,1469,10,04,8.0,1.0,3.625,13.0,1.0,1469-10-04
성종,1469,03,11,9.0,1.0,3.130434782608696,12.0,1.0,1469-03-11
성종,1469,07,03,13.0,1.0,4.24,15.0,1.0,1469-07-03
성종,1469,10,05,7.0,1.0,3.4545454545454546,29.0,1.0,1469-10-05
성종,1469,03,08,9.0,1.0,4.0,16.0,1.0,1469-03-08
성종,1469,10,07,7.0,1.0,3.4545454545454546,31.0,1.0,1469-10-07
성종,1469,02,09,12.0,1.0,4.125,15.0,1.0,1469-02-09
성종,1469,01,02,11.0,1.0,4.208333333333333,17.0,1.0,1469-01-02
성종,1469,03,05,14.0,1.0,4.086956521739131,14.0,1.0,1469-03-05
성종,1469,07,20,13.0,1.0,3.8333333333333335,21.0,1.0,1469-07-20
성종,1469,05,20,9.0,1.0,3.88,14.0,1.0,1469-05-20
성종,1469,10,10,8.0,1.0,3.4583333333333335,22.0,1.0,1469-10-10
성종,1469,11,05,9.0,1.0,3.84,24.0,1.0,1469-11-05
성종,1469,07,05,11.0,1.0,3.5,26.0,1.0,1469-07-05
성종,1469,02,10,11.0,1.0,4.318181818181818,44.0,1.0,1469-02-10
성종,1469,03,06,12.0,1.0,4.2272727272727275,12.0,1.0,1469-03-06
성종,1469,07,21,7.0,1.0,3.68,13.0,1.0,1469-07-21
성종,1469,10,09,9.0,1.0,3.2083333333333335,18.0,1.0,1469-10-09
성종,1469,06,03,7.0,1.0,3.7083333333333335,10.0,1.0,1469-06-03
성종,1469,05,19,8.0,1.0,3.04,12.0,1.0,1469-05-19
성종,1469,01,09,12.0,1.0,4.32,12.0,1.0,1469-01-09
성종,1469,03,07,11.0,1.0,3.8333333333333335,31.0,1.0,1469-03-07
성종,1469,11,06,6.0,1.0,3.32,10.0,1.0,1469-11-06
성종,1469,10,08,5.0,1.0,2.6666666666666665,13.0,1.0,1469-10-08
성종,1469,02,07,7.0,2.0,4.208333333333333,19.0,1.0,1469-02-07
성종,1469,07,24,7.0,1.0,3.4545454545454546,17.0,1.0,1469-07-24
성종,1469,10,03,6.0,1.0,3.4166666666666665,24.0,1.0,1469-10-03
성종,1469,03,12,10.0,1.0,3.4166666666666665,12.0,1.0,1469-03-12
성종,1469,09,29,6.0,1.0,3.08,12.0,1.0,1469-09-29
성종,1469,11,11,13.0,1.0,3.5,13.0,1.0,1469-11-11
성종,1469,06,06,10.0,1.0,4.416666666666667,13.0,1.0,1469-06-06
성종,1469,12,20,11.0,1.0,3.8333333333333335,11.0,1.0,1469-12-20
성종,1469,03,16,9.0,1.0,3.72,53.0,1.0,1469-03-16
성종,1469,05,14,6.0,1.0,3.2,11.0,1.0,1469-05-14
성종,1469,09,28,7.0,1.0,3.04,15.0,1.0,1469-09-28
성종,1469,02,04,9.0,1.0,4.0,14.0,1.0,1469-02-04
성종,1469,03,17,10.0,1.0,3.6363636363636362,13.0,1.0,1469-03-17
성종,1469,07,27,9.0,1.0,3.75,14.0,1.0,1469-07-27
성종,1469,11,12,8.0,1.0,3.8333333333333335,11.0,1.0,1469-11-12
성종,1469,09,27,8.0,1.0,4.04,46.0,1.0,1469-09-27
성종,1469,07,01,10.0,1.0,4.130434782608695,18.0,1.0,1469-07-01
성종,1469,07,28,12.0,1.0,3.4583333333333335,12.0,1.0,1469-07-28
성종,1469,03,18,10.0,1.0,4.090909090909091,14.0,1.0,1469-03-18
성종,1469,05,13,7.0,1.0,3.9130434782608696,20.0,1.0,1469-05-13
성종,1469,02,03,10.0,1.0,4.24,14.0,1.0,1469-02-03
성종,1469,12,24,7.0,1.0,3.4782608695652173,15.0,1.0,1469-12-24
성종,1469,01,11,7.0,1.0,3.6,11.0,1.0,1469-01-11
성종,1469,07,26,10.0,1.0,3.56,26.0,1.0,1469-07-26
성종,1469,02,05,10.0,1.0,4.045454545454546,13.0,1.0,1469-02-05
성종,1469,11,09,8.0,1.0,3.0833333333333335,11.0,1.0,1469-11-09
성종,1469,05,16,9.0,1.0,4.12,11.0,1.0,1469-05-16
성종,1469,10,02,9.0,1.0,3.7083333333333335,14.0,1.0,1469-10-02
성종,1469,06,05,8.0,1.0,4.375,14.0,1.0,1469-06-05
성종,1469,12,29,7.0,1.0,3.9166666666666665,13.0,1.0,1469-12-29
성종,1469,12,10,9.0,1.0,4.208333333333333,11.0,1.0,1469-12-10
성종,1469,03,13,8.0,1.0,3.8260869565217392,9.0,1.0,1469-03-13
성종,1469,02,06,7.0,1.0,3.125,13.0,1.0,1469-02-06
성종,1469,07,25,9.0,1.0,3.92,16.0,1.0,1469-07-25
성종,1469,10,01,8.0,1.0,3.36,17.0,1.0,1469-10-01
성종,1469,11,10,9.0,1.0,3.28,19.0,1.0,1469-11-10
성종,1469,03,14,16.0,1.0,4.454545454545454,16.0,1.0,1469-03-14
성종,1469,01,22,8.0,1.0,3.5652173913043477,9.0,1.0,1469-01-22
성종,1469,07,02,9.0,1.0,3.5217391304347827,14.0,1.0,1469-07-02
성종,1469,05,15,12.0,1.0,4.12,13.0,1.0,1469-05-15
성종,1469,09,30,7.0,1.0,3.44,20.0,1.0,1469-09-30
성종,1469,12,07,8.0,1.0,4.041666666666667,22.0,1.0,1469-12-07
성종,1469,03,15,11.0,1.0,3.875,13.0,1.0,1469-03-15
성종,1469,10,11,7.0,1.0,3.5416666666666665,18.0,1.0,1469-10-11
성종,1469,01,03,8.0,1.0,3.5217391304347827,11.0,1.0,1469-01-03
성종,1469,02,11,8.0,1.0,3.96,20.0,1.0,1469-02-11
성종,1469,02,23,9.0,1.0,3.48,13.0,1.0,1469-02-23
성종,1469,07,13,7.0,1.0,3.125,24.0,1.0,1469-07-13
성종,1469,10,29,7.0,1.0,3.0,15.0,1.0,1469-10-29
성종,1469,10,22,8.0,1.0,3.227272727272727,13.0,1.0,1469-10-22
성종,1469,05,30,8.0,1.0,3.875,17.0,1.0,1469-05-30
성종,1469,07,09,8.0,1.0,3.5833333333333335,46.0,1.0,1469-07-09
성종,1469,05,26,9.0,1.0,3.6818181818181817,15.0,1.0,1469-05-26
성종,1469,02,24,11.0,2.0,3.7916666666666665,16.0,1.0,1469-02-24
성종,1469,02,16,11.0,1.0,4.72,13.0,1.0,1469-02-16
성종,1469,10,21,7.0,1.0,3.0833333333333335,10.0,1.0,1469-10-21
성종,1469,07,14,9.0,1.0,3.652173913043478,15.0,1.0,1469-07-14
성종,1469,02,25,9.0,1.0,3.7916666666666665,13.0,1.0,1469-02-25
성종,1469,10,30,9.0,1.0,3.75,12.0,1.0,1469-10-30
성종,1469,10,20,9.0,1.0,3.9130434782608696,13.0,1.0,1469-10-20
성종,1469,05,25,8.0,1.0,4.125,12.0,1.0,1469-05-25
